,category,amt,first,last,gender,street,city,state,lat,long,merch_lat,merch_long,is_fraud,trans_datetime,age,geometry
65,grocery_pos,291.51,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,39.426472,-83.495305,1,2019-01-08 11:41:04,24,POINT (-83.495305 39.426472)
66,entertainment,564.57,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,42.857025,-74.85479000000001,1,2019-01-08 16:07:05,35,POINT (-74.85479000000001 42.857025)
67,shopping_pos,929.28,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,42.996841,-74.70223399999999,1,2019-01-08 22:18:14,35,POINT (-74.70223399999999 42.996841)
68,misc_net,848.32,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,36.89666,-77.907818,1,2019-01-08 22:27:52,26,POINT (-77.907818 36.89666)
69,shopping_net,1003.72,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,34.0442,-94.3386,33.576316,-95.062682,1,2019-01-08 22:28:43,68,POINT (-95.062682 33.576316)
70,shopping_net,1131.66,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,38.186537,-82.315761,1,2019-01-08 22:36:34,24,POINT (-82.315761 38.186537)
71,shopping_net,959.59,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,37.735337,-82.210806,1,2019-01-08 22:48:16,24,POINT (-82.210806 37.735337)
72,entertainment,388.02,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,34.0442,-94.3386,33.89745,-95.330061,1,2019-01-08 23:05:32,68,POINT (-95.330061 33.89745)
73,shopping_net,1050.01,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,39.060309,-81.73788499999999,1,2019-01-08 23:22:32,24,POINT (-81.73788499999999 39.060309)
74,shopping_net,996.93,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,37.786024,-81.92846899999999,1,2019-01-08 23:37:33,24,POINT (-81.92846899999999 37.786024)
75,shopping_pos,1030.43,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,37.047639,-77.100192,1,2019-01-08 23:54:21,26,POINT (-77.100192 37.047639)
76,shopping_net,937.47,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,38.430689,-82.344224,1,2019-01-08 23:58:14,24,POINT (-82.344224 38.430689)
77,misc_net,623.43,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,39.18755,-82.342372,1,2019-01-09 00:22:36,24,POINT (-82.342372 39.18755)
78,grocery_pos,346.69,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,41.300248,-74.022048,1,2019-01-09 00:32:56,35,POINT (-74.022048 41.300248)
79,grocery_pos,337.06,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.137097,-82.46351899999999,1,2019-01-09 01:26:27,74,POINT (-82.46351899999999 26.137097)
80,gas_transport,18.86,Amber,Perez,F,954 Reyes Ways,Fulton,SD,43.7588,-97.8712,42.903425,-97.212673,1,2019-01-09 01:59:26,70,POINT (-97.212673 42.903425)
81,shopping_net,847.72,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,42.006549,-74.340631,1,2019-01-09 02:04:37,35,POINT (-74.340631 42.006549)
82,misc_net,897.67,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,38.842504,-82.041428,1,2019-01-09 02:20:12,24,POINT (-82.041428 38.842504)
83,grocery_pos,305.6,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,25.679503,-81.025904,1,2019-01-09 02:52:29,74,POINT (-81.025904 25.679503)
84,grocery_pos,301.33,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.781286,-81.183791,1,2019-01-09 03:26:07,74,POINT (-81.183791 26.781286)
85,misc_net,701.88,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,41.456892,-75.169086,1,2019-01-09 04:39:14,35,POINT (-75.169086 41.456892)
86,grocery_pos,303.14,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,25.733667,-80.851187,1,2019-01-09 10:38:49,74,POINT (-80.851187 25.733667)
87,misc_net,749.94,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,37.983548,-82.934619,1,2019-01-09 15:04:56,24,POINT (-82.934619 37.983548)
88,shopping_net,1006.34,Amber,Perez,F,954 Reyes Ways,Fulton,SD,43.7588,-97.8712,44.40235,-97.844503,1,2019-01-09 15:21:30,70,POINT (-97.844503 44.40235)
89,shopping_pos,1104.38,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,38.474297,-77.332194,1,2019-01-09 22:00:53,26,POINT (-77.332194 38.474297)
90,shopping_net,1044.81,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,27.141015000000003,-81.073981,1,2019-01-09 22:02:26,74,POINT (-81.073981 27.141015000000003)
91,shopping_net,937.57,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,38.193305,-77.665911,1,2019-01-09 22:02:48,26,POINT (-77.665911 38.193305)
92,shopping_net,918.69,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,38.664701,-77.143946,1,2019-01-09 22:23:26,26,POINT (-77.143946 38.664701)
93,travel,10.53,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,37.988194,-77.332289,1,2019-01-09 22:23:50,26,POINT (-77.332289 37.988194)
94,misc_net,835.36,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.855446,-82.54817800000001,1,2019-01-09 22:24:49,74,POINT (-82.54817800000001 26.855446)
95,food_dining,95.94,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,41.834424,-75.35199899999999,1,2019-01-09 22:35:53,35,POINT (-75.35199899999999 41.834424)
96,travel,9.91,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,38.5294,-82.6654,39.080891,-83.365176,1,2019-01-09 22:58:24,24,POINT (-83.365176 39.080891)
97,shopping_pos,1148.15,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,37.7184,-77.186,38.167926,-76.304748,1,2019-01-09 23:04:06,26,POINT (-76.304748 38.167926)
98,shopping_pos,945.56,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.393314,-81.335932,1,2019-01-09 23:10:07,74,POINT (-81.335932 26.393314)
99,kids_pets,18.24,Rebecca,Farley,F,383 Long Islands,Downsville,NY,42.0716,-75.0152,42.98702,-75.53230400000001,1,2019-01-09 23:48:27,35,POINT (-75.53230400000001 42.98702)
100,grocery_pos,325.38,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.051604,-81.18227399999999,1,2019-01-10 00:43:13,74,POINT (-81.18227399999999 26.051604)
101,gas_transport,8.45,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,25.568094,-80.79047,1,2019-01-10 02:55:38,74,POINT (-80.79047 25.568094)
102,grocery_pos,311.47,Amber,Perez,F,954 Reyes Ways,Fulton,SD,43.7588,-97.8712,43.641251,-97.794037,1,2019-01-10 03:39:22,70,POINT (-97.794037 43.641251)
103,shopping_net,1161.58,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,25.919818,-82.500661,1,2019-01-10 22:14:49,74,POINT (-82.500661 25.919818)
104,misc_net,685.63,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,26.3304,-81.5871,26.684146,-80.7145,1,2019-01-10 22:41:19,74,POINT (-80.7145 26.684146)
105,grocery_pos,344.01,Amber,Perez,F,954 Reyes Ways,Fulton,SD,43.7588,-97.8712,42.962551,-98.698146,1,2019-01-10 23:37:16,70,POINT (-98.698146 42.962551)
106,misc_net,831.16,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.120648,-69.64181500000001,1,2019-01-11 00:31:09,49,POINT (-69.64181500000001 43.120648)
107,grocery_pos,299.98,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,41.339602,-79.518084,1,2019-01-11 00:57:05,79,POINT (-79.518084 41.339602)
108,grocery_pos,353.06,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.280956,-69.003587,1,2019-01-11 01:04:52,49,POINT (-69.003587 43.280956)
109,shopping_pos,846.52,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.427383,-69.40929200000001,1,2019-01-11 01:30:12,49,POINT (-69.40929200000001 43.427383)
110,grocery_pos,334.85,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,44.09771,-70.421591,1,2019-01-11 02:05:31,49,POINT (-70.421591 44.09771)
111,gas_transport,8.18,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.494263,-78.989471,1,2019-01-11 02:46:55,79,POINT (-78.989471 42.494263)
112,shopping_net,1008.39,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.65373,-69.31846800000001,1,2019-01-11 03:02:07,49,POINT (-69.31846800000001 43.65373)
113,gas_transport,9.15,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.20773,-69.566556,1,2019-01-11 03:25:13,49,POINT (-69.566556 43.20773)
114,gas_transport,11.48,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.623706,-80.160534,1,2019-01-11 07:42:28,79,POINT (-80.160534 42.623706)
115,misc_pos,830.58,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.751528,-68.67704300000001,1,2019-01-11 07:46:14,49,POINT (-68.67704300000001 43.751528)
116,health_fitness,21.13,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.826314,-70.183403,1,2019-01-11 15:44:47,49,POINT (-70.183403 43.826314)
117,health_fitness,19.51,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,43.928975,-70.04507,1,2019-01-11 19:20:52,49,POINT (-70.04507 43.928975)
118,shopping_net,992.1,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.628669,-80.041709,1,2019-01-11 22:14:35,79,POINT (-80.041709 42.628669)
119,shopping_pos,882.9,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,41.430918,-79.057781,1,2019-01-11 23:04:38,79,POINT (-79.057781 41.430918)
120,health_fitness,24.78,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,45.047977,-69.949649,1,2019-01-11 23:19:13,49,POINT (-69.949649 45.047977)
121,shopping_net,1001.51,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,41.430031,-79.673705,1,2019-01-11 23:55:48,79,POINT (-79.673705 41.430031)
122,gas_transport,11.73,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,41.5205,-80.0573,41.947427000000005,-79.79626400000001,1,2019-01-12 00:59:01,52,POINT (-79.79626400000001 41.947427000000005)
123,gas_transport,7.04,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,41.0233,-98.9041,40.287778,-98.570998,1,2019-01-12 01:46:26,51,POINT (-98.570998 40.287778)
124,grocery_pos,288.41,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.72627,-79.387428,1,2019-01-12 01:53:53,79,POINT (-79.387428 42.72627)
125,grocery_pos,298.99,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.099894,-79.267718,1,2019-01-12 02:11:24,79,POINT (-79.267718 42.099894)
126,grocery_pos,368.43,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,45.027193,-69.57003399999999,1,2019-01-12 03:24:37,49,POINT (-69.57003399999999 45.027193)
127,grocery_pos,328.68,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,41.5205,-80.0573,42.148618,-79.398595,1,2019-01-12 03:48:07,52,POINT (-79.398595 42.148618)
128,grocery_pos,303.58,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,42.4069,-74.1528,43.245743,-73.83564100000001,1,2019-01-12 07:35:18,53,POINT (-73.83564100000001 43.245743)
129,shopping_pos,644.4,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,41.0233,-98.9041,40.834742,-99.895337,1,2019-01-12 15:36:46,51,POINT (-99.895337 40.834742)
130,food_dining,120.58,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,41.5205,-80.0573,42.470024,-80.126576,1,2019-01-12 15:46:10,52,POINT (-80.126576 42.470024)
131,shopping_net,1081.35,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,41.5205,-80.0573,42.455406,-79.52164,1,2019-01-12 19:53:59,52,POINT (-79.52164 42.455406)
132,misc_net,843.44,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,42.665706,-80.06485699999999,1,2019-01-12 22:02:44,79,POINT (-80.06485699999999 42.665706)
133,kids_pets,20.58,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,44.0943,-69.4828,44.513965,-69.755144,1,2019-01-12 22:37:21,49,POINT (-69.755144 44.513965)
134,shopping_net,776.7,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,41.5205,-80.0573,40.680209000000005,-79.099101,1,2019-01-12 22:44:05,52,POINT (-79.099101 40.680209000000005)
135,misc_net,728.36,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,42.1767,-79.9416,41.2617,-79.253511,1,2019-01-12 22:48:13,79,POINT (-79.253511 41.2617)
136,misc_net,784.77,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,41.0233,-98.9041,40.341318,-99.045651,1,2019-01-12 23:09:14,51,POINT (-99.045651 40.341318)
